image_id,phototype,mean_r,mean_g,mean_b,median_r,median_g,median_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_lab_b,std_l,std_a,std_lab_b,ita,b_to_a_ratio,rg_ratio,rb_ratio,undertone
IMG_01062,Fair,218.766,190.948,142.706,217.791,191.174,143.833,9.201,7.375,4.085,12.126,89.629,210.399,82.51,9.547,17.15,4.106,3.02,1.411,62.187,1.7964,1.1457,1.533,Neutral
IMG_00314,Fair,225.819,187.184,143.694,227.981,187.447,143.158,7.092,6.442,7.716,16.682,72.075,209.913,82.319,11.815,19.265,2.023,1.381,3.491,59.201,1.6306,1.2064,1.5715,Warm
IMG_00150,Medium,176.836,148.915,93.035,178.899,148.451,92.981,7.54,8.045,10.522,15.492,121.159,158.456,62.139,14.168,22.275,2.256,3.097,1.96,28.59,1.5722,1.1875,1.9007,Warm
IMG_00575,Tan,145.027,106.76,75.197,145.725,106.998,72.984,7.497,4.367,7.733,4.671,92.873,117.314,46.006,15.293,13.466,5.809,3.024,2.705,-16.522,0.8806,1.3584,1.9286,Cool
IMG_00051,Medium,166.806,135.44,92.573,166.211,135.238,92.125,8.102,5.115,4.824,14.184,136.575,144.63,56.718,15.002,19.623,2.882,1.629,3.227,18.898,1.3081,1.2316,1.8019,Warm
IMG_01059,Deep,110.266,90.726,53.352,109.878,89.271,52.998,8.52,7.806,7.267,10.351,83.841,93.116,36.516,12.939,18.122,2.068,3.27,3.35,-36.651,1.4006,1.2154,2.0667,Neutral
IMG_00727,Medium,191.466,155.235,122.325,189.602,155.089,124.177,9.531,5.781,9.392,10.672,85.211,172.676,67.716,11.34,14.054,5.602,1.703,2.826,51.575,1.2394,1.2334,1.5652,Cool
IMG_00834,Deep,86.746,46.98,35.686,86.303,48.761,34.874,10.341,6.959,9.927,11.802,81.626,57.144,22.409,16.828,10.45,4.185,2.147,1.48,-69.256,0.621,1.8464,2.4308,Cool
IMG_00471,Fair,236.08,175.842,151.636,235.421,174.839,149.569,8.173,10.033,9.545,7.909,49.448,206.113,80.829,17.747,10.956,4.772,1.212,2.312,70.436,0.6173,1.3426,1.5569,Cool
IMG_00972,Tan,160.585,118.097,82.388,159.194,118.688,82.023,7.089,6.598,7.427,14.667,103.122,129.209,50.67,16.447,15.281,2.514,2.027,1.365,2.511,0.9291,1.3598,1.9491,Neutral
IMG_00654,Tan,132.07,88.869,71.207,131.357,88.412,70.958,6.722,5.727,10.674,12.113,76.237,107.817,42.281,15.797,9.96,5.156,2.865,1.684,-37.776,0.6305,1.4861,1.8547,Cool
IMG_00400,Tan,119.294,113.312,50.876,119.364,112.34,51.101,9.303,9.468,5.435,14.891,84.059,109.729,43.031,9.451,22.263,3.966,3.444,2.066,-17.382,2.3555,1.0528,2.3448,Warm
IMG_00512,Deep,131.458,89.981,58.631,130.744,89.595,58.592,5.323,8.94,5.217,4.978,70.945,99.968,39.203,18.709,13.576,4.107,2.239,2.707,-38.495,0.7256,1.4609,2.2421,Cool
IMG_00321,Tan,150.872,117.629,63.575,153.289,118.304,64.493,9.963,6.153,5.771,18.694,115.175,125.225,49.108,16.486,21.485,3.837,3.081,3.618,-2.377,1.3032,1.2826,2.3731,Warm
IMG_00020,Medium,176.882,136.338,89.029,176.069,135.351,89.321,7.532,9.714,6.132,17.373,106.31,150.993,59.213,16.048,22.216,2.468,1.529,3.18,22.523,1.3844,1.2974,1.9868,Warm
IMG_00685,Fair,240.559,183.42,140.057,242.951,183.954,139.767,9.026,8.639,8.157,2.96,87.405,207.876,81.52,18.329,16.96,5.877,1.654,3.673,61.716,0.9253,1.3115,1.7176,Cool
IMG_00036,Medium,170.366,136.742,85.279,171.739,136.191,84.259,5.114,9.058,8.151,17.825,55.2,146.946,57.626,14.219,19.562,4.134,3.256,3.25,21.297,1.3758,1.2459,1.9978,Warm
IMG_00903,Fair,216.673,172.637,123.087,215.861,170.912,122.531,4.778,6.227,3.613,9.674,99.696,192.223,75.381,15.035,19.957,5.593,2.412,3.409,51.822,1.3274,1.2551,1.7603,Neutral
IMG_00828,Medium,191.702,137.954,113.974,192.542,137.711,113.909,8.28,7.898,10.414,6.17,60.121,165.749,65.0,17.019,9.62,2.715,1.88,3.737,57.326,0.5653,1.3896,1.682,Cool
IMG_01209,Medium,168.875,132.7,104.095,167.846,131.421,103.263,4.204,6.835,6.816,13.502,83.582,151.544,59.429,12.07,16.093,5.027,1.843,1.766,30.366,1.3334,1.2726,1.6223,Neutral
IMG_00408,Tan,154.888,127.655,70.845,154.62,127.831,70.029,11.317,4.137,8.362,16.733,50.129,132.432,51.934,14.75,22.371,3.653,2.133,2.967,4.941,1.5166,1.2133,2.1863,Warm
IMG_00921,Fair,231.9,169.99,134.922,233.52,170.532,134.11,7.595,9.766,9.411,12.268,83.835,200.589,78.662,17.908,19.371,2.506,2.604,3.789,55.948,1.0817,1.3642,1.7188,Neutral
IMG_00538,Fair,213.594,159.227,136.461,214.415,159.044,136.981,6.1,5.217,10.743,6.94,67.75,188.523,73.93,14.758,12.804,2.033,3.223,1.719,61.85,0.8676,1.3414,1.5652,Cool
IMG_00759,Medium,177.62,137.408,102.505,179.907,137.54,102.377,7.901,6.168,8.892,11.458,93.794,156.43,61.345,15.489,12.487,5.536,1.212,3.627,42.257,0.8062,1.2926,1.7328,Cool
IMG_00246,Fair,242.477,198.518,144.079,242.694,199.672,143.794,9.465,10.028,7.817,17.542,145.664,219.094,85.919,15.551,21.336,2.504,2.538,3.193,59.29,1.372,1.2214,1.6829,Warm
IMG_00785,Deep,114.532,59.873,47.635,112.791,61.117,47.266,9.055,6.574,8.601,8.941,88.552,70.994,27.841,24.2,10.118,2.434,3.411,3.15,-65.458,0.4181,1.9129,2.4044,Cool
IMG_00490,Medium,179.717,129.431,102.325,177.467,130.759,102.822,7.074,6.526,10.844,9.089,82.664,153.769,60.302,20.084,14.292,2.355,3.321,2.449,35.784,0.7116,1.3885,1.7563,Cool
IMG_00155,Deep,119.395,83.537,41.721,119.34,82.619,44.156,5.65,6.243,10.218,13.983,88.957,90.448,35.47,18.382,18.967,2.817,2.368,2.29,-37.454,1.0318,1.4292,2.8617,Warm
IMG_00962,Fair,221.142,185.691,133.392,221.324,188.164,132.111,10.464,6.209,9.753,13.824,75.968,204.592,80.232,13.785,18.984,3.526,3.096,2.067,57.873,1.3772,1.1909,1.6578,Neutral
IMG_00854,Medium,175.999,124.017,99.444,174.898,124.182,98.914,8.313,9.077,9.818,8.778,87.514,147.44,57.82,16.737,10.07,3.605,2.189,1.585,37.83,0.6017,1.4192,1.7698,Cool
IMG_00626,Medium,186.06,137.636,100.687,185.183,136.417,101.332,4.84,3.656,4.786,9.25,48.142,156.12,61.224,18.936,17.591,4.259,2.818,1.726,32.54,0.929,1.3518,1.8479,Cool
IMG_00686,Tan,137.61,102.901,72.66,139.114,102.891,73.831,6.58,6.471,4.592,7.433,90.386,114.124,44.754,15.046,10.909,5.325,2.002,2.24,-25.679,0.7251,1.3373,1.8939,Cool
IMG_00570,Tan,135.229,87.581,73.217,135.257,88.616,72.221,11.742,9.43,5.823,8.73,84.484,104.966,41.163,17.469,9.895,2.785,2.461,2.378,-41.767,0.5664,1.5441,1.847,Cool
IMG_01287,Medium,168.651,135.267,94.046,170.804,135.175,95.676,9.706,6.085,7.608,11.59,69.94,154.216,60.477,13.667,16.173,3.213,2.013,2.796,32.935,1.1834,1.2468,1.7933,Neutral
IMG_00018,Fair,209.439,176.164,119.99,210.195,177.697,119.28,6.256,4.742,9.13,16.785,82.528,188.47,73.91,12.203,23.537,5.227,3.478,2.273,45.45,1.9287,1.1889,1.7455,Warm
IMG_00128,Tan,148.579,118.624,75.094,147.496,118.23,75.818,9.909,5.709,8.336,17.475,75.707,127.322,49.93,15.786,19.305,3.581,2.84,1.718,-0.207,1.2229,1.2525,1.9786,Warm
IMG_00928,Fair,227.505,172.584,133.01,226.646,170.981,135.228,11.409,7.502,4.285,12.036,76.272,196.73,77.149,16.488,16.398,2.772,3.497,1.709,58.868,0.9945,1.3182,1.7104,Neutral
IMG_00981,Fair,218.339,176.138,132.241,219.448,177.941,130.703,4.953,4.852,9.784,11.279,81.926,197.873,77.597,14.636,18.914,2.254,1.887,1.226,55.574,1.2923,1.2396,1.6511,Neutral
IMG_01325,Medium,167.13,121.834,99.843,165.606,120.683,99.512,6.375,3.985,5.644,12.61,94.464,142.564,55.908,14.908,12.624,2.37,2.349,3.042,25.078,0.8468,1.3718,1.6739,Neutral
IMG_00191,Fair,216.953,180.016,136.682,217.683,180.873,136.476,7.537,5.841,6.459,14.658,107.192,201.094,78.86,12.293,16.845,4.12,1.571,2.687,59.729,1.3703,1.2052,1.5873,Warm
IMG_00993,Tan,149.81,114.156,73.738,150.354,116.216,72.492,11.942,8.657,3.625,12.856,73.471,123.995,48.626,12.487,16.565,3.985,2.614,2.993,-4.743,1.3266,1.3123,2.0316,Neutral
IMG_01319,Deep,98.191,60.162,34.444,98.395,59.441,31.122,5.778,8.894,8.717,11.399,119.588,73.143,28.684,14.936,14.225,3.443,1.939,1.203,-56.283,0.9524,1.6321,2.8507,Neutral
IMG_00607,Tan,139.241,96.427,73.624,140.556,94.659,72.977,11.41,9.18,9.714,10.495,81.468,111.871,43.871,17.544,12.627,4.279,1.904,1.766,-25.891,0.7197,1.444,1.8912,Cool
IMG_00181,Tan,168.12,129.706,83.048,168.628,132.202,80.955,7.712,4.331,10.854,17.89,103.401,141.876,55.638,15.282,19.409,2.859,1.355,2.747,16.197,1.2701,1.2962,2.0244,Warm
IMG_00302,Medium,171.55,130.175,94.519,171.689,130.852,96.482,6.894,7.17,8.53,13.781,57.454,148.525,58.245,16.863,19.957,3.078,1.838,3.627,22.448,1.1835,1.3178,1.815,Warm
IMG_00497,Fair,221.323,166.919,140.971,221.017,167.217,141.246,7.586,7.707,5.955,10.228,77.535,197.244,77.351,16.838,13.886,5.124,3.133,2.041,63.083,0.8247,1.3259,1.57,Cool
IMG_01167,Tan,142.077,97.163,63.832,140.672,98.385,63.313,9.045,4.701,9.234,13.04,84.292,111.78,43.835,16.122,14.684,3.458,3.08,1.455,-22.774,0.9108,1.4623,2.2258,Neutral
IMG_01133,Medium,159.484,130.673,89.303,160.511,132.274,89.909,11.99,4.612,10.607,12.842,99.951,144.75,56.765,12.613,16.57,5.297,3.436,1.667,22.208,1.3137,1.2205,1.7859,Neutral
IMG_01119,Medium,168.514,134.12,101.601,167.265,133.029,102.016,11.311,5.898,8.509,16.292,78.381,150.932,59.189,13.756,16.138,5.867,2.098,2.968,29.657,1.1732,1.2564,1.6586,Neutral
IMG_00518,Medium,180.099,126.753,103.334,181.557,124.046,103.851,11.596,5.877,4.311,9.115,52.444,148.679,58.305,20.276,12.712,4.026,1.397,3.721,33.16,0.6269,1.4209,1.7429,Cool
IMG_01070,Medium,172.139,127.912,97.173,173.714,127.765,96.19,11.085,8.49,7.646,12.083,83.714,150.983,59.209,15.973,17.347,5.018,1.288,1.27,27.962,1.086,1.3458,1.7715,Neutral
IMG_00477,Medium,187.809,127.387,110.727,189.315,128.211,111.262,5.737,6.115,5.997,2.976,76.991,153.433,60.17,20.503,10.847,2.705,2.597,2.439,43.155,0.529,1.4743,1.6961,Cool
IMG_00158,Medium,173.572,138.947,87.317,174.374,139.047,89.01,8.387,3.965,9.249,17.433,74.522,149.25,58.53,15.474,23.37,4.335,2.999,3.155,20.051,1.5103,1.2492,1.9878,Warm
IMG_00017,Medium,184.831,139.224,103.338,184.247,139.473,104.4,9.146,6.708,7.592,16.134,106.649,159.681,62.62,15.501,20.003,5.766,2.088,3.699,32.247,1.2904,1.3276,1.7886,Warm
IMG_01073,Medium,190.4,147.205,107.422,193.093,147.293,108.872,6.128,5.996,10.554,11.875,93.17,165.353,64.844,16.279,16.24,2.962,1.419,1.38,42.429,0.9976,1.2934,1.7725,Neutral
IMG_00547,Fair,219.486,162.748,135.841,220.987,161.321,134.603,6.457,9.836,10.02,8.173,82.722,191.288,75.015,17.808,11.881,2.951,1.387,2.831,64.594,0.6672,1.3486,1.6158,Cool
IMG_00659,Medium,156.677,112.918,92.646,157.155,112.032,94.724,9.9,4.397,7.341,6.006,86.332,131.276,51.481,15.364,12.037,3.116,1.571,2.308,7.013,0.7834,1.3875,1.6911,Cool
IMG_01109,Medium,174.368,132.349,91.22,173.735,132.015,89.402,5.866,5.711,7.847,12.329,96.097,148.601,58.275,14.836,17.56,3.459,2.49,2.34,25.232,1.1836,1.3175,1.9115,Neutral
IMG_01020,Fair,196.815,154.525,121.93,197.628,153.599,121.461,9.807,10.163,9.036,10.921,88.136,174.214,68.319,15.291,15.552,4.773,1.802,3.604,49.671,1.017,1.2737,1.6142,Neutral
IMG_01134,Fair,212.583,163.779,129.936,214.277,165.619,131.122,9.797,7.481,6.056,11.524,79.837,187.399,73.49,14.351,14.727,4.903,2.772,2.81,57.913,1.0262,1.298,1.6361,Neutral
IMG_00960,Tan,154.406,123.524,86.965,155.232,122.651,85.5,10.264,8.197,7.985,11.699,76.868,137.453,53.903,12.875,15.637,2.769,1.708,1.323,14.015,1.2145,1.25,1.7755,Neutral
IMG_01271,Deep,120.5,78.8,64.171,118.72,80.561,65.454,7.728,7.3,9.564,14.198,97.387,93.134,36.523,13.603,8.61,4.451,2.688,3.726,-57.427,0.6329,1.5292,1.8778,Neutral
IMG_00284,Deep,101.364,64.723,31.744,100.785,65.865,32.377,4.157,9.656,10.742,13.718,106.977,75.1,29.451,16.736,16.107,3.366,1.979,1.218,-51.909,0.9624,1.5661,3.1931,Warm
IMG_00798,Medium,191.887,143.419,123.844,192.341,143.034,124.045,10.625,9.041,10.12,5.73,73.245,167.246,65.587,15.875,12.158,5.869,2.21,3.671,52.045,0.7659,1.338,1.5494,Cool
IMG_00226,Medium,161.146,135.758,103.312,160.999,134.9,103.938,6.76,3.883,5.032,17.888,80.092,150.605,59.061,10.861,14.435,3.675,1.705,1.201,32.117,1.3291,1.187,1.5598,Warm
IMG_00027,Fair,238.861,192.727,139.609,238.843,193.682,139.271,6.786,7.098,9.377,15.247,63.844,210.887,82.701,15.431,21.032,3.586,2.631,3.442,57.252,1.3629,1.2394,1.7109,Warm
IMG_00438,Medium,172.627,151.023,103.085,171.282,151.317,103.958,5.353,4.383,10.495,18.435,54.057,156.42,61.341,11.048,16.059,4.42,2.717,2.245,35.23,1.4536,1.143,1.6746,Warm
IMG_01313,Fair,215.466,180.311,133.015,217.08,179.525,132.22,9.871,3.832,5.308,8.503,75.508,200.201,78.51,11.39,15.615,5.329,3.183,2.17,61.291,1.3709,1.195,1.6199,Neutral
IMG_00230,Tan,142.386,105.364,70.284,142.098,105.167,70.538,4.106,7.082,9.271,16.398,118.459,117.377,46.03,14.196,16.969,5.739,3.291,3.331,-13.168,1.1954,1.3514,2.0259,Warm
IMG_00038,Medium,195.084,149.94,102.633,195.955,151.852,102.02,9.573,9.957,8.804,16.616,74.741,164.073,64.342,14.94,20.508,2.61,2.525,2.777,34.966,1.3728,1.3011,1.9008,Warm
IMG_00750,Fair,242.318,191.114,160.67,241.542,191.497,160.538,6.023,6.244,8.345,8.773,76.596,218.446,85.665,15.258,12.569,3.746,1.776,2.07,70.587,0.8238,1.2679,1.5082,Cool
IMG_01046,Fair,208.097,173.461,129.617,207.837,172.284,130.758,7.417,7.609,6.949,13.698,85.034,191.515,75.104,13.565,18.354,3.514,1.714,2.984,53.828,1.353,1.1997,1.6055,Neutral
IMG_00470,Tan,159.497,105.051,88.931,158.274,105.283,89.002,4.923,6.348,9.86,7.274,87.106,124.52,48.832,19.428,10.46,3.471,2.56,2.51,-6.374,0.5384,1.5183,1.7935,Cool
IMG_01310,Tan,131.381,96.959,66.838,131.414,96.502,66.868,5.784,6.655,8.733,16.672,91.368,108.964,42.731,11.975,13.299,2.879,3.445,2.028,-28.66,1.1106,1.355,1.9657,Neutral
IMG_01327,Medium,195.264,148.159,112.73,195.375,146.523,112.209,5.729,6.417,6.339,11.279,98.622,167.621,65.734,16.428,15.712,5.721,1.856,2.424,45.039,0.9564,1.3179,1.7321,Neutral
IMG_00688,Fair,233.198,166.773,155.81,232.945,167.229,156.495,4.587,6.337,3.799,5.914,68.943,203.51,79.808,18.513,7.295,5.341,1.682,2.054,76.248,0.394,1.3983,1.4967,Cool
IMG_01241,Medium,161.658,135.46,92.259,159.932,135.153,93.368,9.693,9.286,10.45,14.362,95.504,148.217,58.124,12.559,15.755,3.648,2.903,1.394,27.279,1.2545,1.1934,1.7522,Neutral
IMG_00640,Tan,145.018,95.821,78.876,142.794,97.481,78.059,7.131,10.219,6.013,10.972,69.359,117.635,46.131,17.92,11.593,5.114,3.167,2.333,-18.453,0.6469,1.5134,1.8386,Cool
IMG_01170,Tan,148.011,108.586,80.276,151.351,109.358,80.309,8.143,9.652,10.211,15.369,86.194,124.848,48.96,16.04,13.5,3.814,2.248,2.539,-4.406,0.8417,1.3631,1.8438,Neutral
IMG_01129,Deep,113.934,87.232,55.476,114.694,86.641,54.359,5.895,8.407,6.106,10.852,101.41,94.979,37.247,14.232,12.132,3.823,2.483,2.984,-46.431,0.8524,1.3061,2.0537,Neutral
IMG_01227,Tan,143.735,107.171,69.92,141.943,107.437,68.938,8.392,5.38,7.209,11.083,109.276,118.915,46.633,16.391,16.377,4.788,1.227,2.857,-11.617,0.9992,1.3412,2.0557,Neutral
IMG_00801,Tan,135.376,103.576,85.449,135.46,104.986,84.53,6.377,4.996,8.502,5.734,48.515,117.934,46.249,12.83,8.207,4.681,3.273,1.241,-24.565,0.6397,1.307,1.5843,Cool
IMG_00161,Medium,168.066,137.456,94.709,167.514,137.376,94.31,10.224,8.826,4.908,17.543,67.533,147.213,57.73,12.159,17.585,2.354,2.808,2.158,23.73,1.4463,1.2227,1.7745,Warm
IMG_00957,Medium,184.858,143.224,107.202,184.824,141.656,108.488,4.598,5.262,4.835,11.283,67.515,161.458,63.317,12.936,15.773,5.097,1.94,3.292,40.174,1.2193,1.2907,1.7244,Neutral
IMG_00822,Fair,218.116,163.794,143.476,218.848,166.26,144.855,9.75,7.33,6.851,11.212,72.418,197.777,77.56,13.417,9.653,5.239,1.76,3.496,70.697,0.7195,1.3316,1.5202,Cool
IMG_01160,Tan,149.451,106.36,79.135,150.306,105.489,79.494,9.141,10.069,10.867,13.061,80.025,124.238,48.721,11.885,15.957,5.788,3.096,3.035,-4.583,1.3426,1.4051,1.8886,Neutral
IMG_00878,Tan,141.333,92.599,92.553,140.761,90.344,90.396,8.547,4.261,6.296,8.618,75.187,115.885,45.445,17.039,4.0,2.971,2.39,3.393,-48.711,0.2348,1.5263,1.527,Cool
IMG_00914,Fair,194.198,155.79,103.74,196.709,155.62,105.865,5.4,8.633,6.213,9.884,91.863,174.733,68.523,14.117,18.283,2.745,1.964,2.666,45.374,1.2951,1.2465,1.872,Neutral
IMG_00153,Medium,163.344,130.112,87.546,163.479,132.206,87.208,8.884,4.623,8.552,17.863,98.147,141.263,55.397,13.532,20.976,2.717,2.796,1.797,14.43,1.5502,1.2554,1.8658,Warm
IMG_01236,Tan,129.829,93.683,57.482,129.646,95.05,57.115,7.287,8.97,3.61,12.178,89.038,103.708,40.67,14.297,13.136,4.642,1.2,1.364,-35.386,0.9188,1.3858,2.2586,Neutral
IMG_00510,Fair,197.917,151.079,120.152,198.53,151.305,119.13,9.819,6.095,4.883,7.28,82.408,172.737,67.74,15.608,13.769,3.772,1.581,3.753,52.184,0.8822,1.31,1.6472,Cool
IMG_01135,Medium,177.366,140.169,96.819,177.162,139.698,96.915,6.466,4.966,6.41,10.055,103.405,152.204,59.688,16.397,16.397,4.427,2.711,2.703,30.576,1.0,1.2654,1.8319,Neutral
IMG_00104,Fair,205.42,160.65,116.536,207.747,161.071,117.123,6.442,4.989,3.749,17.291,86.452,180.932,70.954,14.123,20.529,3.216,2.702,3.64,45.587,1.4536,1.2787,1.7627,Warm
IMG_00587,Medium,194.466,133.549,115.566,192.881,134.012,116.333,5.505,3.558,10.775,11.363,98.103,163.451,64.099,20.916,9.284,3.727,3.43,1.565,56.634,0.4439,1.4561,1.6827,Cool
IMG_01197,Deep,125.191,98.372,62.163,126.205,98.548,62.865,7.861,6.205,7.446,14.754,97.198,103.866,40.732,12.169,14.271,4.703,2.872,2.128,-33.001,1.1728,1.2726,2.0139,Neutral
IMG_00054,Medium,170.256,132.62,91.201,171.659,132.42,91.377,8.949,8.769,4.69,17.299,114.957,144.005,56.473,14.785,19.12,5.523,3.205,1.276,18.703,1.2932,1.2838,1.8668,Warm
IMG_00152,Fair,209.662,176.392,132.747,210.319,176.117,131.726,6.462,9.897,10.646,22.488,117.404,197.587,77.485,11.113,19.635,3.307,2.015,2.515,54.458,1.7669,1.1886,1.5794,Warm
IMG_00404,Medium,167.422,140.386,86.536,164.173,140.849,87.379,6.359,3.607,5.151,15.755,100.384,148.562,58.26,10.708,24.001,3.128,2.22,1.645,18.99,2.2415,1.1926,1.9347,Warm
IMG_00208,Medium,160.045,132.289,85.819,159.952,132.822,87.14,10.564,9.284,7.91,17.85,98.74,144.637,56.72,12.29,19.67,3.412,3.04,2.642,18.863,1.6005,1.2098,1.8649,Warm
IMG_01278,Tan,135.002,101.268,75.764,136.997,102.985,77.163,9.2,7.92,4.478,14.419,90.871,114.748,44.999,12.303,13.938,2.94,2.624,1.246,-19.737,1.1328,1.3331,1.7819,Neutral
IMG_01123,Fair,211.399,171.681,132.698,211.895,174.793,132.09,4.952,6.812,5.647,11.922,89.907,189.679,74.384,14.182,16.111,5.576,1.617,2.393,56.547,1.136,1.2313,1.5931,Neutral
IMG_00009,Tan,151.537,121.701,77.883,149.808,123.13,79.443,8.442,7.208,5.314,14.052,88.579,128.73,50.482,13.146,18.568,2.372,3.264,3.541,1.488,1.4124,1.2452,1.9457,Warm
IMG_01015,Fair,218.823,171.336,137.68,219.669,170.353,138.065,8.522,7.363,6.413,13.159,97.503,195.018,76.478,13.207,14.649,5.378,1.21,2.552,61.045,1.1093,1.2772,1.5894,Neutral
IMG_01061,Tan,169.796,131.561,96.023,170.462,130.281,91.774,11.192,6.706,6.8,12.107,85.681,146.235,57.347,13.292,14.594,2.701,3.427,1.754,26.722,1.098,1.2906,1.7683,Neutral
IMG_00453,Tan,157.869,117.932,95.286,158.861,116.118,95.313,5.656,9.927,9.614,10.234,71.345,136.328,53.462,17.058,11.269,5.915,3.225,1.928,17.078,0.6606,1.3386,1.6568,Cool
IMG_00254,Fair,230.468,195.445,144.475,228.59,195.737,143.167,11.415,10.234,7.317,18.825,51.325,215.997,84.705,14.371,22.935,3.811,1.841,3.693,56.541,1.596,1.1792,1.5952,Warm
IMG_00897,Medium,180.429,124.929,109.249,182.007,123.714,111.35,5.492,5.149,9.447,6.697,69.611,150.033,58.836,18.327,7.731,2.373,2.206,1.26,48.816,0.4219,1.4443,1.6515,Cool
IMG_01182,Tan,147.882,112.235,73.485,146.911,115.578,74.663,10.957,7.878,3.511,14.383,96.588,123.624,48.48,13.27,15.946,3.413,3.173,1.271,-5.445,1.2017,1.3176,2.0124,Neutral
IMG_00881,Tan,128.625,90.347,75.046,128.34,88.556,76.514,11.22,5.102,4.932,7.484,72.503,108.255,42.453,15.842,9.25,4.076,2.747,1.315,-39.211,0.5839,1.4237,1.7139,Cool
IMG_01275,Deep,112.326,86.008,53.349,112.146,85.703,52.19,5.633,9.085,3.78,11.609,75.33,89.562,35.122,13.678,16.209,5.225,1.261,2.908,-42.548,1.185,1.306,2.1055,Neutral
IMG_00624,Deep,134.725,86.735,70.991,134.086,85.749,72.939,7.872,8.413,5.204,8.347,87.97,103.424,40.558,17.656,7.411,2.016,1.989,3.719,-51.871,0.4197,1.5533,1.8978,Cool
IMG_00346,Deep,106.715,79.195,44.674,105.99,79.299,43.431,6.708,6.814,8.099,15.769,106.03,85.756,33.63,12.62,16.327,5.475,2.722,2.329,-45.075,1.2938,1.3475,2.3887,Warm
IMG_01162,Fair,221.731,172.389,128.347,222.563,175.284,127.286,8.921,6.633,4.69,9.156,94.787,194.891,76.428,16.523,18.437,4.127,1.847,1.45,55.099,1.1158,1.2862,1.7276,Neutral
IMG_00263,Tan,156.19,124.468,71.306,153.831,124.369,71.327,11.112,7.485,8.238,19.425,91.391,133.456,52.336,17.029,20.742,4.075,1.318,1.805,6.425,1.218,1.2549,2.1904,Warm
IMG_00151,Medium,168.784,143.844,83.819,168.947,144.042,82.986,6.082,4.616,4.703,15.964,99.537,148.508,58.238,13.509,22.142,2.282,1.627,2.927,20.409,1.6391,1.1734,2.0137,Warm
IMG_00473,Tan,166.438,108.085,89.038,165.238,110.717,87.021,8.467,9.921,6.436,6.655,94.967,132.359,51.905,19.527,11.788,5.38,1.201,1.638,9.182,0.6037,1.5399,1.8693,Cool
IMG_00641,Deep,108.732,61.379,45.33,108.149,60.047,46.244,8.769,9.753,4.79,10.214,99.36,75.09,29.447,19.044,9.177,3.683,3.116,1.25,-65.939,0.4819,1.7715,2.3987,Cool
IMG_01338,Fair,194.182,150.068,118.809,193.059,151.767,118.806,7.885,4.427,4.282,12.334,97.881,173.898,68.195,13.971,17.109,4.902,1.745,1.558,46.762,1.2247,1.294,1.6344,Neutral
IMG_01272,Fair,238.107,182.368,142.967,237.783,183.877,143.677,7.44,7.292,6.118,15.049,85.922,208.517,81.772,18.147,16.974,2.969,2.746,2.181,61.887,0.9353,1.3056,1.6655,Neutral
IMG_00551,Deep,107.585,74.324,40.677,108.585,75.042,41.827,7.85,6.654,6.679,8.436,93.348,80.984,31.758,14.791,15.833,4.037,3.374,2.625,-49.044,1.0705,1.4475,2.6448,Cool
IMG_00929,Deep,120.46,80.051,48.97,120.126,81.043,48.479,6.704,5.96,4.39,11.81,115.161,90.492,35.487,17.709,15.663,2.587,1.627,2.053,-42.817,0.8845,1.5048,2.4598,Neutral
IMG_00489,Tan,154.034,110.297,87.229,154.827,110.12,87.267,11.736,4.621,9.405,3.684,77.967,132.336,51.896,15.97,11.926,5.937,1.246,3.017,9.036,0.7467,1.3965,1.7659,Cool
IMG_01220,Fair,201.823,155.44,119.606,201.868,153.468,119.168,9.49,6.91,9.432,11.81,66.534,183.033,71.777,13.639,18.527,5.261,1.73,1.326,49.611,1.3584,1.2984,1.6874,Neutral
IMG_00147,Medium,180.833,144.589,86.372,179.796,144.42,86.752,6.025,6.652,10.682,17.594,79.438,153.358,60.14,14.109,24.472,3.596,3.132,1.69,22.507,1.7345,1.2507,2.0937,Warm
IMG_00403,Fair,206.932,164.654,118.598,207.723,165.956,119.014,5.655,8.078,6.622,12.49,95.619,186.097,72.979,13.797,20.552,2.719,2.785,2.669,48.191,1.4896,1.2568,1.7448,Warm
IMG_00955,Tan,128.306,97.055,68.468,129.003,97.207,68.308,9.958,8.595,6.572,12.25,86.077,105.855,41.512,14.89,11.685,4.527,2.527,2.296,-35.996,0.7847,1.322,1.874,Neutral
IMG_01267,Medium,195.725,143.753,106.049,196.792,145.184,104.339,11.082,4.262,5.495,12.779,82.436,160.198,62.823,15.138,16.371,5.332,3.096,1.916,38.07,1.0815,1.3615,1.8456,Neutral
IMG_00660,Fair,187.218,141.108,118.144,185.96,140.202,120.824,6.446,9.694,8.928,9.717,73.627,165.872,65.048,17.82,9.441,4.679,3.037,1.868,57.895,0.5298,1.3268,1.5847,Cool
IMG_00464,Tan,139.333,89.774,78.768,138.985,90.414,77.801,6.062,5.085,7.105,7.99,79.34,112.973,44.303,14.626,9.545,3.995,1.695,1.907,-30.831,0.6526,1.552,1.7689,Cool
IMG_00187,Medium,175.284,153.567,93.355,177.093,152.736,94.925,6.602,3.775,5.54,14.959,137.304,163.019,63.929,13.031,22.251,2.026,3.45,3.711,32.046,1.7076,1.1414,1.8776,Warm
