image_path,source_dataset,original_label,undertone_label,face_detected,quality_score,total_sampled_pixels,mean_r,mean_g,mean_b,median_r,median_g,median_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_lab_b,std_l,std_a,std_lab_b,ita,b_to_a_ratio,rg_ratio,rb_ratio
swatch_Armani_Beauty_#D3AA95,pudding_foundation_shades,Armani Beauty - 5.5 medium skin with neutral undert,neutral,True,95.0,80,210.325,169.812,148.713,210.5,169.5,149.0,2.724,2.816,2.45,10.225,74.688,210.325,72.696,11.775,16.425,0.763,1.775,1.641,54.107,1.3949,1.2386,1.4143
swatch_Clinique_#845134,pudding_foundation_shades,"Clinique - WN 124 Sienna (deep, warm-neutral u",neutral,True,95.0,80,131.725,80.6,50.75,132.0,81.0,51.0,2.495,2.709,2.791,11.025,156.75,131.725,39.539,18.25,26.325,0.817,1.841,1.829,-21.671,1.4425,1.6343,2.5956
swatch_Morphe_#E5C8A8,pudding_foundation_shades,Morphe - F1.50 Neutral (fair w/ neutral unde,neutral,True,95.0,80,228.412,199.412,167.637,228.0,200.0,167.0,2.999,2.658,2.521,15.7,67.737,228.412,82.123,5.45,19.625,0.717,1.809,1.742,58.578,3.6009,1.1454,1.3625
swatch_Smashbox_#D19C6A,pudding_foundation_shades,Smashbox - 2.3 (light medium w/ warm undertone,warm,True,95.0,80,209.025,155.213,105.675,209.0,155.0,106.0,2.669,2.478,3.012,14.412,126.1,209.025,68.152,14.188,33.75,0.628,1.885,1.75,28.273,2.3789,1.3467,1.978
swatch_It_Cosmetics_#D0AC92,pudding_foundation_shades,It Cosmetics - Medium soft beige shade with warm u,warm,True,95.0,80,207.45,171.312,145.575,208.0,171.0,146.0,2.911,2.239,2.592,12.537,76.062,207.45,72.716,9.363,18.238,0.658,1.653,1.69,51.24,1.9479,1.2109,1.425
swatch_Estée_Lauder_#B08146,pudding_foundation_shades,Estée Lauder - 5W2 Rich Caramel (warm undertone go,warm,True,95.0,80,175.225,128.625,68.963,176.0,128.0,69.0,2.72,2.421,2.431,16.85,154.625,175.225,57.309,11.363,38.913,0.658,1.932,1.567,10.638,3.4246,1.3623,2.5409
swatch_FENTY_BEAUTY_by_Rihanna_#F6C29A,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 210 for light to medium skin with w,neutral,True,95.0,80,245.662,193.5,153.45,245.0,193.0,153.0,2.898,2.179,2.641,13.075,95.713,245.662,82.015,13.45,27.3,0.667,1.465,1.616,49.545,2.0297,1.2696,1.6009
swatch_Tarte_#7F4932,pudding_foundation_shades,Tarte - 60G Mahogany Golden (very deep skin,warm,True,95.0,80,126.775,72.487,49.638,127.0,72.0,50.0,2.47,2.5,2.575,8.887,155.075,126.775,36.804,20.712,23.475,0.752,1.811,1.695,-29.342,1.1334,1.7489,2.554
swatch_Laura_Mercier_#FEDAC5,pudding_foundation_shades,Laura Mercier - Vanille Ivory very fair w/ cool und,cool,True,95.0,80,253.25,217.55,196.787,254.0,218.0,197.0,1.887,2.479,2.317,11.012,56.775,253.25,89.397,9.287,14.8,0.66,1.51,1.52,69.411,1.5935,1.1641,1.2869
swatch_Tarte_#986146,pudding_foundation_shades,Tarte - 57N Rich Neutral (deeper skin w/ ne,neutral,True,95.0,80,151.963,96.0,69.6,152.0,96.0,69.0,2.718,2.603,2.956,9.637,138.075,151.963,46.314,19.938,24.425,0.786,1.791,2.06,-8.582,1.2251,1.5829,2.1834
swatch_Too_Faced_#B66D36,pudding_foundation_shades,Too Faced - Butter Pecan (richest tan w/ golden,warm,True,95.0,80,181.488,108.45,53.212,182.0,108.0,53.0,2.885,2.35,2.533,12.925,180.275,181.488,52.946,24.3,42.15,0.658,1.833,1.476,3.998,1.7346,1.6735,3.4106
swatch_Too_Faced_#F4D4B9,pudding_foundation_shades,Too Faced - Cream Puff (very fair w/ rosy under,cool,True,95.0,80,243.375,211.6,184.15,243.0,212.0,184.0,2.772,2.548,2.414,13.912,62.013,243.375,86.799,6.987,17.65,0.665,1.854,1.644,64.376,2.5259,1.1502,1.3216
swatch_COVER_FX_#D7A57E,pudding_foundation_shades,COVER FX - G50 (medium to tan skin w/ golden u,warm,True,95.0,80,214.875,164.775,125.5,215.0,165.0,125.0,2.817,2.702,2.361,13.188,105.987,214.875,71.436,13.438,27.438,0.708,1.974,1.603,38.0,2.0419,1.3041,1.7122
swatch_Guerlain_#CD976A,pudding_foundation_shades,Guerlain - 05W honey warm,warm,True,95.0,80,204.438,150.338,105.9,204.5,151.0,106.0,2.71,2.48,2.84,13.562,122.938,204.438,66.475,15.025,31.312,0.699,1.789,1.562,27.752,2.084,1.3599,1.9305
swatch_Guerlain_#AA785A,pudding_foundation_shades,Guerlain - 06C very deep cool,cool,True,95.0,80,169.488,120.025,89.013,169.5,120.0,89.0,2.945,2.46,2.385,11.55,121.075,169.488,54.75,15.562,24.688,0.722,1.85,1.685,10.891,1.5863,1.4121,1.9041
swatch_Natasha_Denona_#B37947,pudding_foundation_shades,Natasha Denona - 86Y Yellow - Dark yellow undertone,warm,True,95.0,80,178.475,120.4,70.513,178.0,120.0,70.5,3.021,2.543,2.424,13.925,154.238,178.475,55.637,17.538,36.212,0.753,1.923,1.602,8.848,2.0649,1.4824,2.5311
swatch_Milani_#F4D4AE,pudding_foundation_shades,Milani - Warm Linen,warm,True,95.0,80,243.137,211.238,173.55,243.0,211.0,173.0,2.884,2.546,2.454,16.288,73.0,243.137,86.48,5.662,22.788,0.647,1.884,1.618,58.009,4.0243,1.151,1.401
swatch_MAKE_UP_FOR_EVER_#98705C,pudding_foundation_shades,MAKE UP FOR EVER - R430 - Hazelnut for darker tan skin,cool,True,95.0,80,152.262,111.438,91.812,152.0,112.0,92.0,2.747,2.71,2.525,9.738,101.2,152.262,50.672,13.5,17.262,0.761,2.068,1.571,2.228,1.2787,1.3663,1.6584
swatch_HOURGLASS_#E1B79F,pudding_foundation_shades,"HOURGLASS - Pearl (fair, neutral undertone)",neutral,True,95.0,80,224.525,181.938,158.488,224.0,182.0,158.0,2.928,2.676,2.593,10.65,75.025,224.525,77.284,11.988,17.712,0.69,2.089,1.682,57.009,1.4776,1.2341,1.4167
swatch_Morphe_#C89770,pudding_foundation_shades,Morphe - F2.70 Neutral (medium w/ slightly p,neutral,True,95.0,80,199.075,150.113,111.037,199.0,150.0,111.0,2.906,2.584,2.813,13.312,112.612,199.075,65.912,13.425,27.7,0.754,1.738,1.764,29.874,2.0633,1.3262,1.7929
swatch_Dior_#DDA792,pudding_foundation_shades,"Dior - 3 Warm Peach light medium skin, war",warm,True,95.0,80,220.137,166.162,145.85,220.0,166.0,146.0,2.733,2.605,2.608,8.2,85.975,220.137,72.706,17.113,18.25,0.655,1.782,1.692,51.209,1.0665,1.3248,1.5093
swatch_PÜR_#D6AE9A,pudding_foundation_shades,PÜR - MP3 Buff (light blush medium skin w,cool,True,95.0,80,213.613,173.6,152.812,214.0,173.0,153.0,3.076,2.411,2.214,10.338,72.525,213.613,74.01,11.525,16.137,0.688,1.81,1.33,56.094,1.4002,1.2305,1.3979
swatch_Urban_Decay_Cosmetics_#835E40,pudding_foundation_shades,Urban Decay Cosmetics - 71NN (dark neutral w/ neutral under,neutral,True,95.0,80,130.575,93.487,63.1,131.0,93.0,63.0,2.583,2.549,2.183,13.55,131.537,130.575,42.907,11.238,23.337,0.714,2.033,1.688,-16.906,2.0768,1.3967,2.0693
swatch_SEPHORA_COLLECTION_#966844,pudding_foundation_shades,SEPHORA COLLECTION - 59 N for dark skin with neutral und,neutral,True,95.0,80,150.262,103.638,67.438,150.5,103.0,67.0,2.787,2.708,2.307,13.125,140.55,150.262,47.985,14.525,27.725,0.732,2.109,1.635,-4.156,1.9088,1.4499,2.2282
swatch_Yves_Saint_Laurent_#D6B59D,pudding_foundation_shades,Yves Saint Laurent - B20 Fair/light neutral undertone,neutral,True,95.0,80,213.75,180.512,156.65,214.0,181.0,157.0,2.442,2.444,2.594,12.525,68.112,213.75,75.863,8.387,16.55,0.659,1.743,1.658,57.384,1.9732,1.1841,1.3645
swatch_MILK_MAKEUP_#F3CCAF,pudding_foundation_shades,MILK MAKEUP - Shell fair with golden undertones,warm,True,95.0,80,242.575,203.738,174.225,243.0,204.0,174.0,3.157,2.524,2.454,12.975,71.838,242.575,84.618,9.475,19.8,0.693,1.732,1.536,60.232,2.0897,1.1906,1.3923
swatch_PÜR_#B8845B,pudding_foundation_shades,PÜR - Tan TN6 (tan skin w/ neutral or gol,neutral,True,95.0,80,183.863,131.7,90.55,184.0,132.0,90.5,2.724,2.39,2.366,13.238,129.375,183.863,59.343,15.2,30.1,0.658,1.84,1.602,17.245,1.9803,1.3961,2.0305
swatch_It_Cosmetics_#9A6542,pudding_foundation_shades,It Cosmetics - Rich Cool 51.75 (rich to deep compl,cool,True,95.0,80,153.588,100.725,65.575,154.0,101.0,66.0,2.543,2.356,2.774,11.963,146.05,153.588,47.632,17.45,28.475,0.644,1.974,1.71,-4.753,1.6318,1.5248,2.3422
swatch_Tarte_#D8AD87,pudding_foundation_shades,Tarte - 27S Light-Medium Sand (light to med,warm,True,95.0,80,215.787,172.188,134.512,216.0,172.0,134.0,2.682,2.308,2.748,13.95,96.05,215.787,73.534,10.775,25.413,0.588,1.884,1.656,42.803,2.3585,1.2532,1.6042
swatch_MAC_#F2C898,pudding_foundation_shades,MAC - NC16 (light beige w/ peachy underto,warm,True,95.0,80,241.338,199.238,151.213,241.0,199.0,151.0,2.924,2.565,2.654,16.025,95.237,241.338,82.966,8.45,29.7,0.698,1.85,1.592,47.983,3.5148,1.2113,1.596
swatch_Smashbox_#F0BE93,pudding_foundation_shades,Smashbox - 0.2 (very fair w/ warm peach undert,warm,True,95.0,80,239.3,189.15,146.625,239.0,189.0,147.0,2.786,2.445,2.216,13.812,98.713,239.3,80.221,12.438,28.375,0.632,1.863,1.391,46.804,2.2814,1.2651,1.6321
swatch_e.l.f._Cosmetics_#7F4E3A,pudding_foundation_shades,e.l.f. Cosmetics - Spice (deep with red undertones),cool,True,95.0,80,126.45,77.088,57.85,126.0,77.0,58.0,2.774,2.541,2.286,8.425,138.325,126.45,38.049,18.65,20.175,0.787,1.79,1.73,-30.641,1.0818,1.6403,2.1858
swatch_Tarte_#C89362,pudding_foundation_shades,Tarte - 42G Tan Golden (tan skin w/ golden ,warm,True,95.0,80,199.875,146.4,97.388,200.0,147.0,98.0,3.132,2.591,2.557,14.4,130.738,199.875,64.873,14.4,33.7,0.661,2.154,1.6,23.813,2.3403,1.3653,2.0524
swatch_Charlotte_Tilbury_#D2AF96,pudding_foundation_shades,Charlotte Tilbury - 3 neutral beige for fair skin tones,neutral,True,95.0,80,209.688,174.525,148.988,210.0,175.0,149.0,3.052,2.247,2.768,12.613,73.763,209.688,73.814,8.938,17.913,0.638,1.784,1.69,53.05,2.0042,1.2015,1.4074
swatch_Bobbi_Brown_#EAB693,pudding_foundation_shades,Bobbi Brown - Neutral Honey medium dark beige wit,neutral,True,95.0,80,233.588,181.575,146.562,233.0,182.0,147.0,2.592,2.479,2.554,12.075,94.975,233.588,77.838,14.238,25.075,0.626,1.919,1.716,47.989,1.7612,1.2865,1.5938
swatch_bareMinerals_#CAA293,pudding_foundation_shades,bareMinerals - Tan 07 for tan cool skin with rosy ,cool,True,95.0,80,201.175,161.637,146.8,201.5,161.0,146.0,2.719,2.726,2.671,8.2,68.862,201.175,69.716,12.45,13.287,0.71,2.079,1.712,56.022,1.0673,1.2446,1.3704
swatch_MAKE_UP_FOR_EVER_#78544A,pudding_foundation_shades,MAKE UP FOR EVER - Y535 - Chestnut for deep skin with ,warm,True,95.0,80,119.7,83.0,73.763,119.0,83.0,74.0,2.921,2.669,2.496,8.238,97.787,119.7,39.02,14.075,11.488,0.789,2.102,1.857,-43.707,0.8162,1.4422,1.6228
swatch_COVER_FX_#D3986D,pudding_foundation_shades,COVER FX - G60 (medium-deep skin w/ golden und,warm,True,95.0,80,210.463,151.375,108.338,211.0,151.0,108.0,2.752,2.561,2.894,12.65,123.737,210.463,67.417,17.137,31.45,0.697,1.909,1.746,28.977,1.8352,1.3903,1.9427
swatch_Wander_Beauty_#AF8D74,pudding_foundation_shades,Wander Beauty - Rich rich tan with warm golden unde,warm,True,95.0,80,174.762,140.925,115.562,175.0,141.0,116.0,2.684,2.587,2.573,12.863,86.338,174.762,61.147,9.088,18.387,0.725,1.879,1.632,31.226,2.0234,1.2401,1.5123
swatch_HOURGLASS_#92663F,pudding_foundation_shades,"HOURGLASS - No. 7 Chestnut (medium deep, cool u",cool,True,95.0,80,144.875,102.487,62.525,145.0,102.5,62.0,3.25,2.82,2.837,14.537,144.838,144.875,46.951,12.338,29.163,0.794,2.269,1.971,-5.969,2.3637,1.4136,2.3171
swatch_Bobbi_Brown_#F4E3D2,pudding_foundation_shades,Bobbi Brown - Porcelain 0 very fair beige with ne,neutral,True,95.0,80,243.363,226.425,208.963,243.0,226.0,209.0,2.794,2.469,2.772,15.238,36.025,243.363,91.01,2.987,10.613,0.717,1.487,1.692,75.491,3.5523,1.0748,1.1646
swatch_Lancôme_#7C4726,pudding_foundation_shades,Lancôme - 540 Suede W (dark skin w/ warm/yell,warm,True,95.0,80,123.65,70.888,37.688,124.0,71.0,38.0,2.942,2.324,2.437,11.637,177.262,123.65,35.814,19.363,29.175,0.613,2.287,1.498,-25.931,1.5068,1.7443,3.2809
swatch_Laura_Mercier_#E0B28B,pudding_foundation_shades,Laura Mercier - 2N1 Nude light neutral,neutral,True,95.0,80,223.175,177.725,137.988,223.0,178.0,138.0,2.715,2.564,2.537,14.012,97.3,223.175,75.696,11.15,26.637,0.671,1.776,1.811,43.969,2.389,1.2557,1.6174
swatch_Lancôme_#DEB387,pudding_foundation_shades,Lancôme - 320 Bisque W (medium skin w/ warm/y,warm,True,95.0,80,221.55,178.713,134.6,222.0,179.0,135.0,2.841,2.099,2.572,15.275,100.037,221.55,75.721,9.625,28.438,0.639,1.6,1.58,42.128,2.9545,1.2397,1.646
swatch_Tarte_#874F2E,pudding_foundation_shades,Tarte - 59S Rich Sand (deeper skin w/ yello,warm,True,95.0,80,134.537,78.487,45.638,134.0,78.0,46.0,2.241,2.403,2.204,11.075,168.45,134.537,39.314,20.375,29.1,0.703,1.706,1.463,-20.165,1.4282,1.7141,2.948
swatch_Smashbox_#C48E73,pudding_foundation_shades,Smashbox - 3.35 medium-dark with warm underton,warm,True,95.0,80,195.225,141.8,114.225,195.0,142.0,114.0,2.716,2.527,2.264,10.225,105.763,195.225,63.534,16.812,22.712,0.722,1.711,1.543,30.791,1.3509,1.3768,1.7091
swatch_Makeup_Revolution_#E8B68B,pudding_foundation_shades,Makeup Revolution - F5.5 (for light/medium skin tones w,warm,True,95.0,80,231.125,181.725,138.775,231.0,182.0,139.0,2.676,2.475,2.174,13.938,101.888,231.125,77.475,12.275,28.7,0.638,1.753,1.528,43.751,2.3381,1.2718,1.6655
swatch_COVER_FX_#ECC298,pudding_foundation_shades,COVER FX - G30 (light to medium light skin w/ ,warm,True,95.0,80,235.725,193.613,151.55,236.0,194.0,151.0,2.815,2.136,2.138,15.012,91.05,235.725,81.064,9.3,26.837,0.618,1.56,1.462,49.175,2.8858,1.2175,1.5554
swatch_ILIA_#FEE4D1,pudding_foundation_shades,ILIA - 1 Rendevous very fair with cool und,cool,True,95.0,80,252.9,227.162,208.588,253.0,227.0,209.0,2.239,2.522,2.262,12.6,44.663,252.9,92.005,5.912,12.312,0.669,1.551,1.402,73.663,2.0825,1.1133,1.2124
swatch_Yves_Saint_Laurent_#7B4B38,pudding_foundation_shades,Yves Saint Laurent - B95 Espresso very deep. neutral und,neutral,True,95.0,80,122.225,74.175,55.475,122.0,74.0,55.5,2.748,2.578,2.646,8.387,139.287,122.225,36.711,18.288,19.725,0.788,1.957,1.823,-33.969,1.0786,1.6478,2.2032
swatch_KEVYN_AUCOIN_#D5AA8F,pudding_foundation_shades,KEVYN AUCOIN - Light EF 05 light with golden under,warm,True,95.0,80,212.825,169.375,142.287,213.0,169.0,142.0,2.91,2.187,2.618,11.488,84.463,212.825,72.691,12.088,20.062,0.639,1.682,1.653,48.518,1.6598,1.2565,1.4957
swatch_Yves_Saint_Laurent_#B48C6A,pudding_foundation_shades,"Yves Saint Laurent - B55 Toffee tan, neutral golden unde",neutral,True,95.0,80,179.688,139.387,105.525,179.0,140.0,105.5,2.723,2.467,2.54,13.738,105.188,179.688,61.083,10.75,23.962,0.697,1.854,1.585,24.822,2.2291,1.2891,1.7028
swatch_Makeup_Revolution_#E0C79F,pudding_foundation_shades,Makeup Revolution - F2 (for fair skin tones with yellow,warm,True,95.0,80,223.925,198.512,159.488,224.0,198.0,159.0,2.876,2.674,2.393,18.163,73.312,223.925,81.348,3.125,22.8,0.728,1.777,1.552,53.971,7.296,1.128,1.404
swatch_Tarte_#DEA169,pudding_foundation_shades,Tarte - 35N Medium Neutral (medium skin w/ ,neutral,True,95.0,80,221.7,159.75,104.312,222.0,160.0,104.0,2.676,2.487,2.557,14.188,135.012,221.7,70.593,16.85,37.788,0.722,1.582,1.522,28.589,2.2426,1.3878,2.1253
swatch_Dior_#FBD4B4,pudding_foundation_shades,Dior - 010 Ivory very light: neutral under,neutral,True,95.0,80,249.887,211.562,180.025,250.0,211.5,180.0,2.47,2.696,2.139,13.475,71.237,249.887,87.294,8.887,20.65,0.717,1.605,1.45,61.026,2.3235,1.1812,1.3881
swatch_L'Oréal_#E7BE9F,pudding_foundation_shades,L'Oréal - Rose Vanilla,cool,True,95.0,80,230.162,189.662,158.4,230.0,190.0,158.0,3.064,2.392,2.986,13.062,79.425,230.162,79.696,10.05,21.275,0.673,1.91,1.877,54.381,2.1169,1.2135,1.453
swatch_MAC_#AD6039,pudding_foundation_shades,MAC - NW40 (tan beige w/ rosy undertone f,cool,True,95.0,80,172.537,95.537,56.475,173.0,95.0,57.0,2.979,2.559,2.329,10.113,171.562,172.537,48.824,27.812,35.575,0.723,1.95,1.555,-1.894,1.2791,1.806,3.0551
swatch_Laura_Mercier_#C89574,pudding_foundation_shades,Laura Mercier - Pecan medium-deep with neutral unde,neutral,True,95.0,80,199.312,148.625,114.987,199.0,148.0,115.0,2.644,2.337,2.667,11.975,107.812,199.312,65.652,14.725,25.2,0.649,1.717,1.616,31.845,1.7114,1.341,1.7333
swatch_bareMinerals_#EBCBAC,pudding_foundation_shades,bareMinerals - Bamboo 5.5 for light warm skin with,warm,True,95.0,80,234.988,202.488,171.775,235.0,203.0,172.0,2.782,2.95,2.515,14.625,68.525,234.988,83.569,6.888,19.575,0.803,1.877,1.563,59.752,2.8421,1.1605,1.368
swatch_PAT_McGRATH_LABS_#A7764D,pudding_foundation_shades,PAT McGRATH LABS - Medium 21 medium with neutral/olive,neutral,True,95.0,80,166.387,117.938,76.525,167.0,118.0,76.0,2.782,2.652,2.702,13.825,137.7,166.387,53.657,14.175,30.212,0.725,2.005,1.539,6.901,2.1314,1.4108,2.1743
swatch_UOMA_Beauty_#E7BDA8,pudding_foundation_shades,UOMA Beauty - White Pearl - T2W (for very fair sk,warm,True,95.0,80,230.688,188.537,167.85,231.0,189.0,167.0,2.523,2.631,2.651,9.875,69.463,230.688,79.647,12.062,16.188,0.687,1.839,1.674,61.365,1.342,1.2236,1.3744
swatch_Yves_Saint_Laurent_#CB9370,pudding_foundation_shades,"Yves Saint Laurent - BD65 WARM BRONZE tan/ deep, neutral",neutral,True,95.0,80,202.412,146.975,111.487,202.0,147.0,111.0,2.64,2.505,2.739,11.7,114.55,202.412,65.525,16.525,27.012,0.685,1.816,1.521,29.887,1.6346,1.3772,1.8156
swatch_Laura_Mercier_#C7895D,pudding_foundation_shades,Laura Mercier - 17 brown with yellow undertones,warm,True,95.0,80,198.562,137.175,92.188,198.5,137.0,92.0,2.72,2.453,2.67,12.613,136.625,198.562,62.373,18.488,33.45,0.65,1.851,1.619,20.299,1.8093,1.4475,2.1539
swatch_ILIA_#FCD4C0,pudding_foundation_shades,ILIA - Chios medium with neutral undertone,neutral,True,95.0,80,251.238,211.4,191.625,251.0,212.0,192.0,2.58,2.359,2.576,9.95,60.425,251.238,87.632,11.0,14.963,0.65,1.573,1.537,68.317,1.3602,1.1884,1.3111
swatch_Clinique_#DBA879,pudding_foundation_shades,"Clinique - 11 Honey (moderately fair, cool-neu",neutral,True,95.0,80,218.6,167.475,120.575,219.0,168.0,121.0,2.691,2.622,2.787,14.35,114.325,218.6,72.422,12.963,31.488,0.733,1.806,1.673,35.454,2.4291,1.3053,1.813
swatch_Guerlain_#D3996C,pudding_foundation_shades,Guerlain - 05C honey cool,cool,True,95.0,80,210.512,152.7,107.338,210.0,152.0,107.0,2.646,2.497,2.434,13.213,124.95,210.512,67.76,16.3,32.312,0.661,1.785,1.744,28.794,1.9824,1.3786,1.9612
swatch_SEPHORA_COLLECTION_#C48B60,pudding_foundation_shades,SEPHORA COLLECTION - 38 P for medium-dark skin with pink,cool,True,95.0,80,195.15,137.912,95.475,195.0,138.0,95.0,2.679,1.995,2.784,12.8,130.2,195.15,62.225,16.925,31.35,0.564,1.738,1.629,21.304,1.8523,1.415,2.044
swatch_MAKE_UP_FOR_EVER_#AE8C75,pudding_foundation_shades,MAKE UP FOR EVER - Y315 - Sand for lighter medium skin,warm,True,95.0,80,173.625,139.2,116.362,173.0,139.0,117.0,2.657,2.6,2.265,11.912,84.1,173.625,60.613,9.775,17.15,0.756,1.775,1.613,31.75,1.7545,1.2473,1.4921
swatch_Too_Faced_#B27956,pudding_foundation_shades,Too Faced - Chestnut deep with neutral to golde,neutral,True,95.0,80,177.838,120.175,85.35,178.0,120.0,85.5,3.014,2.312,2.599,11.275,132.625,177.838,55.73,18.575,28.175,0.647,1.961,1.547,11.496,1.5168,1.4798,2.0836
swatch_FENTY_BEAUTY_by_Rihanna_#C2986B,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 360 for tan skin with neutral under,neutral,True,95.0,80,193.2,151.713,106.2,193.0,152.0,106.0,2.904,2.698,2.542,15.662,114.812,193.2,65.627,9.562,29.825,0.752,1.961,1.808,27.653,3.119,1.2735,1.8192
swatch_Natasha_Denona_#F8E3CF,pudding_foundation_shades,Natasha Denona - #22W light with warm undertone,warm,True,95.0,80,247.475,226.463,206.588,247.0,227.0,206.0,2.679,2.418,2.149,14.613,42.1,247.475,91.294,4.05,12.35,0.627,1.68,1.397,73.349,3.0494,1.0928,1.1979
swatch_Armani_Beauty_#D3A170,pudding_foundation_shades,Armani Beauty - 9 tan to deep skin golden undertone,warm,True,95.0,80,210.375,160.525,111.575,210.0,160.0,112.0,2.883,2.465,2.484,14.912,119.725,210.375,69.696,12.425,32.587,0.688,1.876,1.626,31.149,2.6227,1.3105,1.8855
swatch_MAC_#CFA97A,pudding_foundation_shades,MAC - NC42 (true medium golden undertone ,warm,True,95.0,80,206.175,168.537,121.713,206.0,168.0,122.0,2.654,2.539,2.388,16.637,104.425,206.175,71.446,7.475,29.363,0.688,1.775,1.543,36.144,3.9281,1.2233,1.694
swatch_It_Cosmetics_#FBE6D2,pudding_foundation_shades,It Cosmetics - Light (light skin w/ warm yellow un,warm,True,95.0,80,250.375,229.137,209.35,250.0,229.0,209.5,2.843,2.386,2.388,14.475,41.812,250.375,92.27,4.062,12.25,0.627,1.615,1.609,73.838,3.0154,1.0927,1.196
swatch_Guerlain_#F3D7C2,pudding_foundation_shades,Guerlain - 00C porcelain cool,cool,True,95.0,80,243.062,214.562,193.5,243.0,214.0,194.0,2.6,2.397,2.297,12.713,51.987,243.062,87.721,6.612,14.05,0.646,1.561,1.422,69.571,2.1248,1.1328,1.2561
swatch_Dior_#E1B2A2,pudding_foundation_shades,Dior - 032 Rosy Beige,cool,True,95.0,80,224.688,177.738,161.225,225.0,178.0,161.0,3.334,2.184,2.356,7.825,71.987,224.688,76.314,14.688,14.963,0.637,1.779,1.577,60.377,1.0187,1.2642,1.3936
swatch_e.l.f._Cosmetics_#DCB993,pudding_foundation_shades,e.l.f. Cosmetics - Vanilla (light w/ golden undertones,warm,True,95.0,80,219.45,184.488,146.2,219.0,184.0,146.5,2.439,2.377,2.786,15.688,85.088,219.45,77.162,7.1,24.137,0.639,1.562,1.752,48.374,3.3996,1.1895,1.501
swatch_NYX_Professional_Makeup_#906245,pudding_foundation_shades,NYX Professional Makeup - Warm Caramel (medium tan w/ neutral,neutral,True,95.0,80,143.838,97.5,68.013,144.0,98.0,68.0,2.619,2.115,2.411,11.6,134.425,143.838,45.618,15.25,24.312,0.653,1.736,1.554,-10.218,1.5943,1.4753,2.1149
swatch_L'Oréal_#EBB382,pudding_foundation_shades,L'Oréal - Cool Sand,cool,True,95.0,80,235.15,178.312,128.812,235.0,178.0,129.0,2.757,2.582,2.748,13.975,115.325,235.15,76.877,14.713,33.263,0.628,1.938,1.766,38.94,2.2608,1.3188,1.8255
swatch_Estée_Lauder_#9E613B,pudding_foundation_shades,Estée Lauder - 8C1 Rich Java (deepest w/ cool brow,cool,True,95.0,80,157.912,96.875,58.163,158.0,97.0,58.0,2.847,2.384,2.777,11.688,161.088,157.912,47.157,20.988,32.212,0.708,1.907,1.723,-5.044,1.5348,1.6301,2.715
swatch_Urban_Decay_Cosmetics_#9E774F,pudding_foundation_shades,Urban Decay Cosmetics - 50CG (medium cool w/ olive underton,cool,True,95.0,80,157.588,118.3,78.812,158.0,118.0,79.0,2.827,2.487,2.589,15.088,127.463,157.588,52.775,10.45,27.613,0.769,1.877,1.785,5.738,2.6423,1.3321,1.9995
swatch_HOURGLASS_#ECBEAF,pudding_foundation_shades,"HOURGLASS - Blanc (very fair, cool undertone)  ",cool,True,95.0,80,235.338,190.0,174.45,235.5,190.0,175.0,2.766,2.702,2.469,7.688,65.938,235.338,80.598,14.012,13.988,0.767,1.561,1.806,65.433,0.9982,1.2386,1.349
swatch_ULTA_#C58864,pudding_foundation_shades,ULTA - Tan Cool,cool,True,95.0,80,196.613,135.9,99.888,197.0,136.0,100.0,2.557,2.853,2.23,11.238,125.475,196.613,61.985,19.113,28.587,0.78,1.851,1.464,22.746,1.4957,1.4467,1.9683
swatch_Urban_Decay_Cosmetics_#DCB89C,pudding_foundation_shades,Urban Decay Cosmetics - 2.5 (fair w/subtle pink undertone),cool,True,95.0,80,219.113,183.363,155.838,219.0,183.0,156.0,2.372,2.384,2.348,13.075,73.662,219.113,77.025,8.825,18.738,0.676,1.49,1.579,55.264,2.1232,1.195,1.406
swatch_SEPHORA_COLLECTION_#F5E4CB,pudding_foundation_shades,SEPHORA COLLECTION - Fair light with Neutral undertone,neutral,True,95.0,80,244.25,227.775,202.988,244.0,228.0,203.0,2.532,2.554,2.791,18.0,43.15,244.25,91.299,1.65,14.15,0.739,1.582,1.605,71.087,8.5758,1.0723,1.2033
swatch_COVER_FX_#EBCEB7,pudding_foundation_shades,COVER FX - N10 (porcelain to light skin w/ neu,neutral,True,95.0,80,234.25,205.6,183.075,234.0,205.0,183.0,3.184,2.533,2.268,13.225,55.675,234.25,84.515,6.575,14.863,0.674,1.889,1.61,66.703,2.2605,1.1393,1.2795
swatch_HOURGLASS_#C68B67,pudding_foundation_shades,"HOURGLASS - Golden Tan (medium, warm undertone)",warm,True,95.0,80,196.787,138.387,102.375,197.0,138.0,102.0,2.677,2.507,2.379,11.463,122.388,196.787,62.632,18.012,28.125,0.694,1.771,1.706,24.187,1.5614,1.422,1.9222
swatch_HOURGLASS_#C59365,pudding_foundation_shades,"HOURGLASS - Golden (medium, golden undertone)",warm,True,95.0,80,196.613,146.963,100.312,197.0,147.0,100.0,2.672,2.39,1.953,14.55,124.888,196.613,64.691,13.1,31.8,0.678,1.722,1.47,24.796,2.4275,1.3378,1.96
